0	4	0.068100358
5	9	0.088172043
10	14	0.102508961
15	19	0.097132616
20	24	0.09390681
25	29	0.092114695
30	34	0.083512545
35	39	0.083870968
40	44	0.067383513
45	49	0.059856631
50	54	0.044802867
55	59	0.034050179
60	64	0.028315412
65	69	0.021863799
70	74	0.015770609
75	79	0.008243728
80	200	0.010394265
